0 464
1 133
2 51
3 103
4 72
5 6
6 5
7 13
8 9
11 1
12 10
13 6
16 26
17 3
20 7
21 2
22 2
23 1
24 1
25 2
29 1
30 2
31 3
33 1
34 2
39 3
40 1
41 1
43 2
45 1
52 1
57 1
59 1
68 1
70 1
80 1
85 2
90 1
99 2
101 2
102 1
103 1
119 1
136 1
181 1
184 1
193 1
214 1
217 1
223 1
225 1
235 1
239 1
258 1
259 1
272 1
288 1
293 1
296 1
298 1
323 1
326 1
351 1
365 1
386 1
402 1
417 1
533 1
574 1
1118 1
1469 1
1698 1
1794 1
1799 8
1804 3
1930 1
2052 1
2159 1
2302 1
2447 1
2655 1
2802 1
3232 1
3414 1
3529 1
3543 1
3557 1
3594 2
3599 5
3604 1
3615 1
3626 1
3628 1
3643 1
3651 1
3665 1
3690 1
3711 1
3726 1
3756 1
3772 1
3794 1
3879 1
3899 1
3904 1
3909 1
3916 1
3918 1
3921 1
3938 2
4193 1
4226 1
4232 2
4253 2
4467 1
4553 1
4572 1
5238 1
5269 1
5394 1
5399 1
5427 1
5467 1
5512 1
5541 1
5553 1
5577 1
5621 2
5701 1
5721 1
5787 1
5800 1
5805 1
6015 1
6028 1
6122 1
6372 1
7204 1
7367 1
7531 1
7707 1
7751 1
7820 1
7971 1
8478 1
8829 1
8996 1
8999 1
9056 1
9257 1
9260 1
9318 1
9353 1
9457 1
9562 1
9620 1
9657 1
10775 1
10923 1
11188 1
11218 1
11236 1
11788 1
12194 1
12312 1
12448 1
12661 1
13213 1
13402 1
13523 1
13591 1
13617 1
13839 1
14308 1
14484 1
14887 1
15041 1
15078 1
15274 1
15953 1
16168 1
16900 1
18131 1
18863 1
19168 1
19291 1
19386 1
19490 1
19836 1
20328 1
20472 1
22117 1
22233 1
22588 1
22604 1
22806 1
23554 1
27530 1
28159 1
28657 1
29294 1
29330 1
29926 1
30490 1
30657 1
31125 1
32046 1
34036 1
35698 1
35836 1
38045 1
38401 1
39255 1
40760 1
43693 1
44126 1
45683 1
46000 1
50877 1
52382 1
53329 1
56575 1
58250 1
60750 1
61773 1
62005 1
63793 1
64162 1
64224 1
65037 1
65175 1
69688 1
69697 1
70477 1
75856 1
77142 1
80522 1
83541 1
96871 1
99795 1
104760 1
112507 1
114479 1
116954 1
117727 1
121506 1
122341 1
125570 1
125608 1
127046 1
127736 1
128407 1
130966 1
132675 1
137990 1
142120 1
143189 1
144370 1
146572 1
155866 1
159087 1
168749 1
168873 1
171588 1
175512 1
176050 1
190338 1
209489 1
215514 1
221701 1
232804 1
235470 1
235759 1
238151 1
239194 1
269655 1
279284 1
281496 1
294728 1
303340 1
310202 1
314678 1
315812 1
323540 1
330898 1
334165 1
338138 1
347487 1
349256 1
356317 1
372852 1
377393 1
380917 1
382091 1
388880 1
398685 1
399657 1
401805 1
402026 1
403823 1
405517 1
408254 1
430945 1
441371 1
448594 1
459740 1
469537 1
490427 1
508715 1
509220 1
510296 1
511249 1
519470 1
546493 1
577841 1
582082 1
643423 1
666749 1
680824 1
683531 1
754617 1
768321 1
776112 1
778681 1
780492 1
785820 1
785876 1
785918 1
786375 1
789530 1
789877 1
791237 1
791768 1
794424 1
794858 1
800229 1
806004 1
807273 1
812918 1
816382 1
816432 1
823657 1
825767 1
834433 1
834905 1
835815 1
837887 1
839440 1
840391 1
842467 1
842691 1
844393 1
846316 1
848573 1
850188 1
857819 1
860984 1
864549 1
869539 1
871518 1
872119 1
874598 1
878317 1
879048 1
879673 1
888419 1
890086 1
890628 1
900439 1
902708 1
904339 1
906012 1
909028 1
909560 1
915149 1
922818 1
926525 1
928201 1
931980 1
934629 1
936256 1
937641 1
943056 1
943211 1
951050 1
1591734 2
1593122 2
1593139 1
1593174 4
1665581 1
1694053 1
1792899 1
1796241 1
1802074 1
1806152 1
1806163 1
1806204 1
1806289 1
1806351 1
1806352 3
1806353 2
1806360 5
1806361 4
1806362 6
1806364 1
1806367 26
1806378 3
1810239 1
1810256 1
1872441 1
1873226 1
1873302 7
1873319 1
1873337 5
1873346 1
1873380 1
1873418 1
1873421 1
1873487 1
1873533 2
1873921 1
1873957 2
1874186 2
1874342 1
1875350 1
2079957 1
301459951 1
389388900 2
389390726 1
389390876 2
389395136 1
389395141 1
389397319 1
389397420 1
389397430 1
389401424 1
389403018 1
389404991 3
389405079 3
389406961 1
389407130 1
389409109 1
389411364 3
389413312 1
389416057 1
389418224 1
389418229 1
389420241 1
389420395 1
389422452 1
389422620 1
389424484 1
389424633 1
389426725 1
389429358 1
389431286 1
389431670 3
389432594 2
389435857 1
389442303 1
389443312 1
389443344 2
389444973 1
389444978 3
389446231 2
389447243 2
389449238 1
389453235 1
389458956 1
389460964 2
389464878 1
389464883 1
389465176 1
389465186 1
389900914 1
389900919 1
389907076 1
389909162 2
389909998 1
389910396 1
389910411 2
389911643 3
389911648 1
389914161 3
389916079 1
389918740 2
389918745 1
389918747 1
389923316 2
389927465 1
389927470 1
389929507 1
